textbox25,textbox53,textbox24,textbox52,textbox54,textbox28,textbox48,textbox27,textbox49,textbox26,textbox50,textbox1,textbox2
DISPATCH MINERA LOS PELAMBRES,Inicio turno,01-ENE-2026 A,Fin turno,13-ENE-2026 B,Reporte creado el,"martes, 13 de enero de 2026",Tiempo,12:08:23,Generado por,SANTIAGO\amsrsalinasp,Generado en (segundos),15

FullShiftName,Equipo,Metros,Tp__Efectivo,Demora_Prog,Demora_Nprog,Reserva,Mant__Prog,Mant__Nprog,ID_UEBD,ID_Disp__Física,ID_Disp__Mecánica,Textbox40,Textbox41,Textbox42,Textbox43,Textbox44,Textbox45,Textbox46,Textbox47,Textbox48,Textbox49,Textbox28,Textbox29,Textbox30,Textbox31,Textbox32,Textbox33,Textbox34,Textbox35,Textbox36,Textbox37
04-ENE-2026 B,PF-21,"3,266.1",0.0,0.0,87.5,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-22,"2,869.0",0.0,0.0,106.2,0.0,0.0,55.8,0.0,65.6,65.6,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-23,"2,709.1",0.0,39.3,12.5,33.2,0.0,45.6,0.0,65.1,65.1,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-24,"1,698.9",0.0,25.5,5.7,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-25,"2,544.7",0.0,35.0,22.7,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
04-ENE-2026 B,PF-26,"3,780.5",0.0,0.0,54.9,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",6.2,110.5,339.1,33.2,0.0,101.5,52.0,730.6,730.6,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
05-ENE-2026 A,PF03,"1,814.5",9.0,1.3,1.6,0.0,0.0,0.0,75.4,100.0,100.0,"23,652.7",9.0,78.3,238.4,0.0,"2,289.2",0.0,75.4,600.0,600.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
05-ENE-2026 A,PF-07,"7,839.0",0.0,0.0,93.0,0.0,0.0,0.0,0.0,100.0,100.0,"23,652.7",9.0,78.3,238.4,0.0,"2,289.2",0.0,75.4,600.0,600.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
05-ENE-2026 A,PF-21,"3,266.1",0.0,0.0,0.0,0.0,"2,289.2",0.0,0.0,0.0,0.0,"23,652.7",9.0,78.3,238.4,0.0,"2,289.2",0.0,75.4,600.0,600.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
05-ENE-2026 A,PF-23,"2,709.1",0.0,27.4,0.9,0.0,0.0,0.0,0.0,100.0,100.0,"23,652.7",9.0,78.3,238.4,0.0,"2,289.2",0.0,75.4,600.0,600.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
